string_interactions
#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
RASA2,NF1,9606.ENSP00000286364,9606.ENSP00000351015,0,0,0,0.558,0.119,0,0.400,0.334,0.617
RASA2,RAP1A,9606.ENSP00000286364,9606.ENSP00000358723,0,0,0,0,0.049,0.084,0,0.597,0.618
RASA2,SOS 1,9606.ENSP00000286364,9606.ENSP00000384675,0,0,0,0,0.079,0,0,0.626,0.641
RASGRF1,CACNG3,9606.ENSP00000405963,9606.ENSP00000005284,0,0,0,0,0.144,0,0.650,0,0.687
RASGRF1,RRAS2,9606.ENSP00000405963,9606.ENSP00000256196,0,0,0,0,0.055,0.157,0.900,0.239,0.931
RASGRF1,PRKACA,9606.ENSP00000405963,9606.ENSP00000309591,0,0,0,0,0,0.129,0.900,0.240,0.928
RASGRF1,NF1,9606.ENSP00000405963,9606.ENSP00000351015,0,0,0,0,0.102,0.191,0,0.361,0.495
RASGRF1,RAP1A,9606.ENSP00000405963,9606.ENSP00000358723,0,0,0,0,0.074,0.157,0,0.528,0.600
RASGRF1,GRB2,9606.ENSP00000405963,9606.ENSP00000376345,0,0,0,0,0.069,0.514,0,0.420,0.715
RASGRP2,CACNG3,9606.ENSP00000338864,9606.ENSP00000005284,0,0,0,0,0,0,0.650,0.044,0.651
RASGRP2,RRAS2,9606.ENSP00000338864,9606.ENSP00000256196,0,0,0,0,0,0.182,0.650,0.081,0.713
RASGRP2,RASA1,9606.ENSP00000338864,9606.ENSP00000274376,0,0,0,0,0,0.091,0,0.481,0.508
RASGRP2,SOS 1,9606.ENSP00000338864,9606.ENSP00000384675,0,0,0,0.557,0,0,0,0.433,0.433
RASGRP2,GRB2,9606.ENSP00000338864,9606.ENSP00000376345,0,0,0,0,0.075,0.299,0,0.220,0.451
RASGRP2,NF1,9606.ENSP00000338864,9606.ENSP00000351015,0,0,0,0,0.057,0.133,0,0.417,0.481
RASGRP2,RAP1A,9606.ENSP00000338864,9606.ENSP00000358723,0,0,0,0,0.044,0.797,0.900,0.712,0.993
RPS6KA6,MAPK1,9606.ENSP00000262752,9606.ENSP00000215832,0,0,0,0.662,0.055,0.265,0.900,0.085,0.928
RPS6KA6,ATF4,9606.ENSP00000262752,9606.ENSP00000336790,0,0,0,0,0,0,0.900,0,0.900
RRAS2,SOS 2,9606.ENSP00000256196,9606.ENSP00000216373,0,0,0,0,0.056,0.157,0.900,0.335,0.940
RRAS2,PIK3R2,9606.ENSP00000256196,9606.ENSP00000222254,0,0,0,0,0.042,0.054,0.650,0.263,0.734
RRAS2,MAP2K2,9606.ENSP00000256196,9606.ENSP00000262948,0,0,0,0,0.044,0.163,0,0.333,0.420
RRAS2,MAP2K1,9606.ENSP00000256196,9606.ENSP00000302486,0,0,0,0,0.062,0.163,0,0.355,0.450
RRAS2,PIK3R3,9606.ENSP00000256196,9606.ENSP00000262741,0,0,0,0,0,0.054,0.650,0.186,0.707
RRAS2,RASGRP2,9606.ENSP00000256196,9606.ENSP00000338864,0,0,0,0,0,0.182,0.650,0.081,0.713
RRAS2,PRKCA,9606.ENSP00000256196,9606.ENSP00000408695,0,0,0,0,0.060,0,0.900,0.105,0.908
RRAS2,RAPGEF2,9606.ENSP00000256196,9606.ENSP00000264431,0,0,0,0,0.057,0.128,0.900,0.228,0.928
RRAS2,RASGRF1,9606.ENSP00000256196,9606.ENSP00000405963,0,0,0,0,0.055,0.157,0.900,0.239,0.931
RRAS2,RASA2,9606.ENSP00000256196,9606.ENSP00000286364,0,0,0,0,0.042,0.084,0.900,0.327,0.933
RRAS2,RASA1,9606.ENSP00000256196,9606.ENSP00000274376,0,0,0,0,0.047,0.099,0.900,0.335,0.935
RRAS2,SOS 1,9606.ENSP00000256196,9606.ENSP00000384675,0,0,0,0,0.056,0.157,0.900,0.429,0.948
RRAS2,BRAF,9606.ENSP00000256196,9606.ENSP00000419060,0,0,0,0,0.074,0.284,0.900,0.358,0.951
RRAS2,NF1,9606.ENSP00000256196,9606.ENSP00000351015,0,0,0,0,0.051,0.320,0.900,0.435,0.958
RRAS2,ARAF,9606.ENSP00000256196,9606.ENSP00000290277,0,0,0,0,0.074,0.407,0.900,0.484,0.967
RRAS2,RAF1,9606.ENSP00000256196,9606.ENSP00000401888,0,0,0,0,0.074,0.707,0.900,0.542,0.985
RRAS2,PIK3CA,9606.ENSP00000256196,9606.ENSP00000263967,0,0,0,0,0.076,0.954,0.650,0.304,0.988
SOCS5,PIK3R2,9606.ENSP00000305133,9606.ENSP00000222254,0,0,0,0,0,0,0.540,0.335,0.681
SOCS5,IL4,9606.ENSP00000305133,9606.ENSP00000231449,0,0,0,0,0.058,0,0.500,0.357,0.670
SOCS5,PIK3R3,9606.ENSP00000305133,9606.ENSP00000262741,0,0,0,0,0,0,0.540,0.153,0.593
SOCS5,PIK3CA,9606.ENSP00000305133,9606.ENSP00000263967,0,0,0,0,0.256,0,0.540,0.134,0.677
SOCS5,STAT3,9606.ENSP00000305133,9606.ENSP00000264657,0,0,0,0,0.046,0.133,0.650,0.513,0.840
SOCS5,EGFR,9606.ENSP00000305133,9606.ENSP00000275493,0,0,0,0,0.044,0.524,0,0.357,0.682
SOCS5,STAT5B,9606.ENSP00000305133,9606.ENSP00000293328,0,0,0,0,0.053,0.133,0.650,0.377,0.797
SOCS5,STAT6,9606.ENSP00000305133,9606.ENSP00000300134,0,0,0,0,0.046,0.133,0.500,0.500,0.765
SOCS5,JAK1,9606.ENSP00000305133,9606.ENSP00000499900,0,0,0,0,0.049,0.191,0.650,0.738,0.920
SOS 1,TNFRSF1A,9606.ENSP00000384675,9606.ENSP00000162749,0,0,0,0,0,0.292,0,0.466,0.606
SOS 1,MAPK1,9606.ENSP00000384675,9606.ENSP00000215832,0,0.001,0,0,0.214,0.067,0.400,0.543,0.772
SOS 1,IL2RB,9606.ENSP00000384675,9606.ENSP00000216223,0,0,0,0,0,0,0.400,0.093,0.432
SOS 1,SOS 2,9606.ENSP00000384675,9606.ENSP00000216373,0,0,0.054,0.972,0.447,0,0.900,0.439,0.966
SOS 1,EPOR,9606.ENSP00000384675,9606.ENSP00000222139,0,0,0,0,0,0.095,0.500,0.231,0.621
SOS 1,PIK3R2,9606.ENSP00000384675,9606.ENSP00000222254,0,0,0,0,0,0,0.500,0.258,0.613
SOS 1,IL2,9606.ENSP00000384675,9606.ENSP00000226730,0,0,0,0,0,0,0.400,0.223,0.513
SOS 1,IL5,9606.ENSP00000384675,9606.ENSP00000231454,0,0,0,0,0,0,0.400,0.069,0.417
SOS 1,EPO,9606.ENSP00000384675,9606.ENSP00000252723,0,0,0,0,0,0,0.500,0.182,0.573
SOS 1,RRAS2,9606.ENSP00000384675,9606.ENSP00000256196,0,0,0,0,0.056,0.157,0.900,0.429,0.948
SOS 1,PDGFRA,9606.ENSP00000384675,9606.ENSP00000257290,0,0,0,0,0,0.071,0.900,0.277,0.927
SOS 1,PDGFRB,9606.ENSP00000384675,9606.ENSP00000261799,0,0,0,0,0,0.071,0.900,0.341,0.933
SOS 1,CREBBP,9606.ENSP00000384675,9606.ENSP00000262367,0,0,0,0,0.163,0,0,0.485,0.551
SOS 1,MAP2K2,9606.ENSP00000384675,9606.ENSP00000262948,0,0,0,0,0.096,0.051,0,0.777,0.792
SOS 1,EP300,9606.ENSP00000384675,9606.ENSP00000263253,0,0,0,0,0.173,0,0,0.452,0.527
SOS 1,PIK3CA,9606.ENSP00000384675,9606.ENSP00000263967,0,0,0,0,0.629,0,0.500,0.636,0.926
SOS 1,EGF,9606.ENSP00000384675,9606.ENSP00000265171,0,0,0,0,0,0,0.400,0.691,0.806
SOS 1,RASA1,9606.ENSP00000384675,9606.ENSP00000274376,0,0,0,0,0.436,0.092,0,0.890,0.939
SOS 1,GNA12,9606.ENSP00000384675,9606.ENSP00000275364,0,0,0,0,0.074,0,0.540,0.167,0.614
SOS 1,EGFR,9606.ENSP00000384675,9606.ENSP00000275493,0,0,0,0,0.044,0.994,0.900,0.942,0.999
SOS 1,CSF1R,9606.ENSP00000384675,9606.ENSP00000286301,0,0,0,0,0.055,0.314,0.500,0.170,0.695
SOS 1,RASA2,9606.ENSP00000384675,9606.ENSP00000286364,0,0,0,0,0.079,0,0,0.626,0.641
SOS 1,ARAF,9606.ENSP00000384675,9606.ENSP00000290277,0,0,0,0,0.064,0.084,0,0.584,0.612
SOS 1,IL15,9606.ENSP00000384675,9606.ENSP00000296545,0,0,0,0,0.042,0,0.500,0.113,0.538
SOS 1,IL3,9606.ENSP00000384675,9606.ENSP00000296870,0,0,0,0,0,0,0.400,0.152,0.469
SOS 1,CSF2,9606.ENSP00000384675,9606.ENSP00000296871,0,0,0,0,0,0,0.400,0.176,0.484
SOS 1,MAP2K1,9606.ENSP00000384675,9606.ENSP00000302486,0,0,0,0,0.113,0.051,0,0.811,0.827
SOS 1,RASGRP2,9606.ENSP00000384675,9606.ENSP00000338864,0,0,0,0.557,0,0,0,0.433,0.433
SOS 1,NF1,9606.ENSP00000384675,9606.ENSP00000351015,0,0,0,0,0.185,0.191,0,0.769,0.834
SOS 1,RAP1A,9606.ENSP00000384675,9606.ENSP00000358723,0,0,0,0,0.152,0.157,0.500,0.297,0.715
SOS 1,CHUK,9606.ENSP00000384675,9606.ENSP00000359424,0,0,0,0,0.264,0.084,0,0.214,0.424
SOS 1,GRB2,9606.ENSP00000384675,9606.ENSP00000376345,0,0,0,0,0.076,0.998,0.900,0.999,0.999
SOS 1,IL5RA,9606.ENSP00000384675,9606.ENSP00000412209,0,0,0,0,0,0,0.400,0,0.400
SOS 1,JAK1,9606.ENSP00000384675,9606.ENSP00000499900,0,0,0,0,0.113,0.084,0.400,0.303,0.615
SOS 1,RAF1,9606.ENSP00000384675,9606.ENSP00000401888,0,0,0,0,0.064,0.084,0,0.798,0.812
SOS 1,BRAF,9606.ENSP00000384675,9606.ENSP00000419060,0,0,0,0,0.158,0.084,0,0.881,0.900
SOS 2,MAPK1,9606.ENSP00000216373,9606.ENSP00000215832,0,0,0,0,0.110,0.067,0,0.473,0.524
SOS 2,IL2RB,9606.ENSP00000216373,9606.ENSP00000216223,0,0,0,0,0.044,0,0.500,0.045,0.503
SOS 2,EPOR,9606.ENSP00000216373,9606.ENSP00000222139,0,0,0,0,0,0.091,0,0.397,0.428
SOS 2,IL15,9606.ENSP00000216373,9606.ENSP00000296545,0,0,0,0,0.056,0,0.500,0.055,0.515
SOS 2,PRKCA,9606.ENSP00000216373,9606.ENSP00000408695,0,0,0,0,0.049,0,0,0.514,0.518
SOS 2,MAP2K2,9606.ENSP00000216373,9606.ENSP00000262948,0,0,0,0,0.096,0.051,0,0.502,0.535
SOS 2,ARAF,9606.ENSP00000216373,9606.ENSP00000290277,0,0,0,0,0.064,0.084,0,0.523,0.556
SOS 2,RASA2,9606.ENSP00000216373,9606.ENSP00000286364,0,0,0,0,0.086,0,0,0.603,0.622
SOS 2,BRAF,9606.ENSP00000216373,9606.ENSP00000419060,0,0,0,0,0.113,0.084,0,0.582,0.631
SOS 2,EGF,9606.ENSP00000216373,9606.ENSP00000265171,0,0,0,0,0,0,0,0.632,0.632
SOS 2,NF1,9606.ENSP00000216373,9606.ENSP00000351015,0,0,0,0,0.175,0.191,0,0.494,0.633
SOS 2,RAF1,9606.ENSP00000216373,9606.ENSP00000401888,0,0,0,0,0.064,0.084,0,0.613,0.640
SOS 2,JAK1,9606.ENSP00000216373,9606.ENSP00000499900,0,0,0,0,0.125,0.084,0.500,0.212,0.642
SOS 2,MAP2K1,9606.ENSP00000216373,9606.ENSP00000302486,0,0,0,0,0.103,0.051,0,0.622,0.651
SOS 2,RASA1,9606.ENSP00000216373,9606.ENSP00000274376,0,0,0,0,0.337,0.092,0,0.522,0.687
SOS 2,PIK3CA,9606.ENSP00000216373,9606.ENSP00000263967,0,0,0,0,0.791,0,0,0.356,0.860
SOS 2,PDGFRA,9606.ENSP00000216373,9606.ENSP00000257290,0,0,0,0,0,0.071,0.900,0.216,0.920
SOS 2,PDGFRB,9606.ENSP00000216373,9606.ENSP00000261799,0,0,0,0,0,0.071,0.900,0.259,0.925
SOS 2,RRAS2,9606.ENSP00000216373,9606.ENSP00000256196,0,0,0,0,0.056,0.157,0.900,0.335,0.940
SOS 2,SOS 1,9606.ENSP00000216373,9606.ENSP00000384675,0,0,0.054,0.972,0.447,0,0.900,0.439,0.966
SOS 2,EGFR,9606.ENSP00000216373,9606.ENSP00000275493,0,0,0,0,0.044,0.857,0.900,0.902,0.998
SOS 2,GRB2,9606.ENSP00000216373,9606.ENSP00000376345,0,0,0,0,0.102,0.963,0.900,0.998,0.999
SRF,MAPK1,9606.ENSP00000265354,9606.ENSP00000215832,0,0,0,0,0.085,0.091,0,0.364,0.425
SRF,NFKB1,9606.ENSP00000265354,9606.ENSP00000226574,0,0,0,0,0.060,0.292,0,0.327,0.513
SRF,CCND2,9606.ENSP00000265354,9606.ENSP00000261254,0,0,0,0,0.045,0,0,0.505,0.507
SRF,CREBBP,9606.ENSP00000265354,9606.ENSP00000262367,0,0,0,0,0.095,0.510,0,0.345,0.684
SRF,EP300,9606.ENSP00000265354,9606.ENSP00000263253,0,0,0,0,0.085,0,0,0.380,0.408
SRF,MYC,9606.ENSP00000265354,9606.ENSP00000478887,0,0,0,0,0.062,0,0,0.414,0.426
SRF,GNA12,9606.ENSP00000265354,9606.ENSP00000275364,0,0,0,0,0.109,0,0,0.400,0.442
SRF,FOS,9606.ENSP00000265354,9606.ENSP00000306245,0,0,0,0,0.072,0,0.750,0.802,0.950
SRF,ELK1,9606.ENSP00000265354,9606.ENSP00000366182,0,0,0,0,0.141,0.609,0.900,0.609,0.985
SRF,ELK4,9606.ENSP00000265354,9606.ENSP00000350681,0,0,0,0,0,0.968,0.900,0.569,0.998
STAM2,IL2,9606.ENSP00000263904,9606.ENSP00000226730,0,0,0,0,0,0,0,0.546,0.546
STAM2,MAP2K2,9606.ENSP00000263904,9606.ENSP00000262948,0,0,0,0,0.049,0.298,0,0.190,0.412
STAM2,MAP2K1,9606.ENSP00000263904,9606.ENSP00000302486,0,0,0,0,0.049,0.298,0,0.183,0.406
STAM2,MYC,9606.ENSP00000263904,9606.ENSP00000478887,0,0,0,0,0,0,0,0.469,0.469
STAM2,CSF2,9606.ENSP00000263904,9606.ENSP00000296871,0,0,0,0,0,0,0,0.474,0.474
STAM2,GRB2,9606.ENSP00000263904,9606.ENSP00000376345,0,0,0,0.665,0.049,0,0.400,0.192,0.499
STAM2,STAT3,9606.ENSP00000263904,9606.ENSP00000264657,0,0,0,0,0.049,0,0,0.617,0.620
STAM2,EGF,9606.ENSP00000263904,9606.ENSP00000265171,0,0,0,0,0,0,0.500,0.279,0.624
STAM2,EGFR,9606.ENSP00000263904,9606.ENSP00000275493,0,0,0,0,0.042,0.611,0.500,0.330,0.858
STAM2,JAK1,9606.ENSP00000263904,9606.ENSP00000499900,0,0,0,0,0.076,0.524,0.900,0.163,0.958
STAT3,TNFRSF1A,9606.ENSP00000264657,9606.ENSP00000162749,0,0,0,0,0.266,0,0.500,0.571,0.829
STAT3,OSM,9606.ENSP00000264657,9606.ENSP00000215781,0,0,0,0,0.054,0,0.500,0.828,0.911
STAT3,MAPK1,9606.ENSP00000264657,9606.ENSP00000215832,0,0,0,0,0.060,0.926,0,0.950,0.996
STAT3,IL2RB,9606.ENSP00000264657,9606.ENSP00000216223,0,0,0,0,0.047,0.292,0.500,0.663,0.871
STAT3,EPOR,9606.ENSP00000264657,9606.ENSP00000222139,0,0,0,0,0,0,0,0.700,0.700
STAT3,PIK3R2,9606.ENSP00000264657,9606.ENSP00000222254,0,0,0,0,0.042,0.421,0,0.542,0.724
STAT3,CSF3,9606.ENSP00000264657,9606.ENSP00000225474,0,0,0,0,0,0,0.500,0.840,0.916
STAT3,NFKB1,9606.ENSP00000264657,9606.ENSP00000226574,0,0,0,0,0.126,0.598,0,0.902,0.962
STAT3,IL2,9606.ENSP00000264657,9606.ENSP00000226730,0,0,0,0,0.056,0,0,0.826,0.828
STAT3,CCND1,9606.ENSP00000264657,9606.ENSP00000227507,0,0,0,0,0.054,0.644,0.500,0.898,0.980
STAT3,IL10RA,9606.ENSP00000264657,9606.ENSP00000227752,0,0,0,0,0.062,0.095,0.500,0.967,0.984
STAT3,IL23A,9606.ENSP00000264657,9606.ENSP00000228534,0,0,0,0,0.058,0,0.500,0.513,0.750
STAT3,IFNG,9606.ENSP00000264657,9606.ENSP00000229135,0,0,0,0,0.058,0,0,0.905,0.907
STAT3,IL12B,9606.ENSP00000264657,9606.ENSP00000231228,0,0,0,0,0.099,0,0.500,0.238,0.627
STAT3,IL4,9606.ENSP00000264657,9606.ENSP00000231449,0,0,0,0,0,0,0.500,0.848,0.920
STAT3,IL5,9606.ENSP00000264657,9606.ENSP00000231454,0,0,0,0,0,0,0,0.595,0.595
STAT3,DUSP1,9606.ENSP00000264657,9606.ENSP00000239223,0,0,0,0,0.083,0,0,0.424,0.450
STAT3,IL9R,9606.ENSP00000264657,9606.ENSP00000244174,0,0,0,0,0,0,0.500,0.251,0.609
STAT3,LIF,9606.ENSP00000264657,9606.ENSP00000249075,0,0,0,0,0.049,0,0.500,0.854,0.924
STAT3,EPO,9606.ENSP00000264657,9606.ENSP00000252723,0,0,0,0,0.055,0,0,0.588,0.594
STAT3,PDGFRA,9606.ENSP00000264657,9606.ENSP00000257290,0,0,0,0,0.052,0.612,0.700,0.693,0.961
STAT3,CCND2,9606.ENSP00000264657,9606.ENSP00000261254,0,0,0,0,0.061,0.091,0,0.505,0.541
STAT3,PDGFRB,9606.ENSP00000264657,9606.ENSP00000261799,0,0,0,0,0.059,0.411,0.500,0.732,0.915
STAT3,IL12RB2,9606.ENSP00000264657,9606.ENSP00000262345,0,0,0,0,0.074,0,0.500,0.703,0.850
STAT3,CREBBP,9606.ENSP00000264657,9606.ENSP00000262367,0,0,0,0,0.063,0.512,0.650,0.645,0.935
STAT3,PIK3R3,9606.ENSP00000264657,9606.ENSP00000262741,0,0,0,0,0,0.421,0,0.316,0.587
STAT3,PIAS4,9606.ENSP00000264657,9606.ENSP00000262971,0,0,0,0,0.050,0.125,0.650,0.582,0.862
STAT3,EP300,9606.ENSP00000264657,9606.ENSP00000263253,0,0,0,0,0.126,0.856,0.750,0.992,0.999
STAT3,IL27RA,9606.ENSP00000264657,9606.ENSP00000263379,0,0,0,0,0.044,0,0.500,0.752,0.871
STAT3,IL7,9606.ENSP00000264657,9606.ENSP00000263851,0,0,0,0,0.057,0,0,0.624,0.630
STAT3,STAM2,9606.ENSP00000264657,9606.ENSP00000263904,0,0,0,0,0.049,0,0,0.617,0.620
STAT3,PIK3CA,9606.ENSP00000264657,9606.ENSP00000263967,0,0,0,0,0.053,0,0.500,0.727,0.859
STAT3,ATF2,9606.ENSP00000264657,9606.ENSP00000264110,0,0,0,0,0.098,0,0,0.392,0.429
STAT3,IL11,9606.ENSP00000264657,9606.ENSP00000264563,0,0,0,0,0,0,0,0.717,0.717
STAT3,NF1,9606.ENSP00000264657,9606.ENSP00000351015,0,0,0,0,0.061,0.087,0,0.446,0.483
STAT3,PRKACA,9606.ENSP00000264657,9606.ENSP00000309591,0,0,0,0,0.056,0,0,0.489,0.497
STAT3,RASA1,9606.ENSP00000264657,9606.ENSP00000274376,0,0,0,0,0.049,0,0,0.533,0.537
STAT3,PPM1B,9606.ENSP00000264657,9606.ENSP00000282412,0,0,0,0,0.053,0,0.500,0.112,0.543
STAT3,IL12A,9606.ENSP00000264657,9606.ENSP00000303231,0,0,0,0,0,0,0.500,0.158,0.561
STAT3,ATF4,9606.ENSP00000264657,9606.ENSP00000336790,0,0,0,0,0.049,0.292,0,0.406,0.565
STAT3,OSMR,9606.ENSP00000264657,9606.ENSP00000274276,0,0,0,0,0.122,0,0,0.571,0.607
STAT3,CTF1,9606.ENSP00000264657,9606.ENSP00000279804,0,0,0,0,0,0,0,0.611,0.611
STAT3,CHUK,9606.ENSP00000264657,9606.ENSP00000359424,0,0,0,0,0.091,0.096,0,0.596,0.639
STAT3,PRKCA,9606.ENSP00000264657,9606.ENSP00000408695,0,0,0,0,0.056,0,0,0.638,0.644
STAT3,IL22RA2,9606.ENSP00000264657,9606.ENSP00000296980,0,0,0,0,0.057,0.194,0,0.576,0.649
STAT3,MAP2K1,9606.ENSP00000264657,9606.ENSP00000302486,0,0,0,0,0.105,0,0,0.645,0.669
STAT3,IFNA1,9606.ENSP00000264657,9606.ENSP00000276927,0,0,0,0,0,0,0,0.696,0.696
STAT3,IL3,9606.ENSP00000264657,9606.ENSP00000296870,0,0,0,0,0,0,0,0.711,0.711
STAT3,PRL,9606.ENSP00000264657,9606.ENSP00000302150,0,0,0,0,0,0,0.500,0.533,0.756
STAT3,RAF1,9606.ENSP00000264657,9606.ENSP00000401888,0,0,0,0,0.080,0.096,0,0.736,0.762
STAT3,BRAF,9606.ENSP00000264657,9606.ENSP00000419060,0,0,0,0,0.055,0.096,0,0.755,0.773
STAT3,CSF1R,9606.ENSP00000264657,9606.ENSP00000286301,0,0,0,0,0.071,0.095,0.500,0.570,0.795
STAT3,IL15,9606.ENSP00000264657,9606.ENSP00000296545,0,0,0,0,0.064,0,0.500,0.620,0.807
STAT3,IFNGR1,9606.ENSP00000264657,9606.ENSP00000356713,0,0,0,0,0.096,0.046,0,0.821,0.832
STAT3,SOCS5,9606.ENSP00000264657,9606.ENSP00000305133,0,0,0,0,0.046,0.133,0.650,0.513,0.840
STAT3,IL13,9606.ENSP00000264657,9606.ENSP00000304915,0,0,0,0,0,0,0.500,0.699,0.843
STAT3,CSF2,9606.ENSP00000264657,9606.ENSP00000296871,0,0,0,0,0,0,0.500,0.715,0.851
STAT3,IL9,9606.ENSP00000264657,9606.ENSP00000274520,0,0,0,0,0.086,0.074,0.500,0.699,0.855
STAT3,IL20RA,9606.ENSP00000264657,9606.ENSP00000314976,0,0,0,0,0,0.230,0.500,0.721,0.883
STAT3,GRB2,9606.ENSP00000264657,9606.ENSP00000376345,0,0,0,0,0.145,0.292,0.500,0.685,0.892
STAT3,FASLG,9606.ENSP00000264657,9606.ENSP00000356694,0,0,0,0,0.049,0,0.750,0.589,0.893
STAT3,STAT6,9606.ENSP00000264657,9606.ENSP00000300134,0,0,0.105,0.631,0.163,0.101,0.700,0.577,0.899
STAT3,IFNAR1,9606.ENSP00000264657,9606.ENSP00000270139,0,0,0,0,0.110,0.294,0,0.862,0.906
STAT3,EGF,9606.ENSP00000264657,9606.ENSP00000265171,0,0,0,0,0,0,0,0.907,0.907
STAT3,IL10RB,9606.ENSP00000264657,9606.ENSP00000290200,0,0,0,0,0.093,0.045,0.500,0.864,0.933
STAT3,IL22RA1,9606.ENSP00000264657,9606.ENSP00000270800,0,0,0,0,0,0.440,0.500,0.820,0.945
STAT3,STMN1,9606.ENSP00000264657,9606.ENSP00000410452,0,0,0,0,0.056,0.294,0,0.936,0.954
STAT3,MYC,9606.ENSP00000264657,9606.ENSP00000478887,0,0,0,0,0.066,0.612,0.750,0.859,0.985
STAT3,IL6ST,9606.ENSP00000264657,9606.ENSP00000370698,0,0,0,0,0.072,0.292,0.900,0.900,0.992
STAT3,FOS,9606.ENSP00000264657,9606.ENSP00000306245,0,0,0,0,0.132,0.429,0.500,0.984,0.995
STAT3,EGFR,9606.ENSP00000264657,9606.ENSP00000275493,0,0,0,0,0.042,0.925,0,0.985,0.998
STAT3,STAT5B,9606.ENSP00000264657,9606.ENSP00000293328,0,0,0,0.742,0.175,0.387,0.900,0.968,0.998
STAT3,JAK1,9606.ENSP00000264657,9606.ENSP00000499900,0,0,0,0,0.184,0.839,0.900,0.999,0.999
STAT5B,OSM,9606.ENSP00000293328,9606.ENSP00000215781,0,0,0,0,0.044,0,0,0.726,0.726
STAT5B,MAPK1,9606.ENSP00000293328,9606.ENSP00000215832,0,0,0,0,0.190,0.045,0,0.619,0.680
STAT5B,IL2RB,9606.ENSP00000293328,9606.ENSP00000216223,0,0,0,0,0,0.292,0.900,0.695,0.976
STAT5B,EPOR,9606.ENSP00000293328,9606.ENSP00000222139,0,0,0,0,0.056,0,0.500,0.947,0.972
STAT5B,CSF3,9606.ENSP00000293328,9606.ENSP00000225474,0,0,0,0,0,0,0.500,0.511,0.745
STAT5B,DUSP3,9606.ENSP00000293328,9606.ENSP00000226004,0,0,0,0,0.045,0,0,0.501,0.503
STAT5B,NFKB1,9606.ENSP00000293328,9606.ENSP00000226574,0,0,0,0,0.079,0.045,0,0.729,0.741
STAT5B,IL2,9606.ENSP00000293328,9606.ENSP00000226730,0,0,0,0,0.053,0,0.500,0.916,0.956
STAT5B,CCND1,9606.ENSP00000293328,9606.ENSP00000227507,0,0,0,0,0.059,0.091,0,0.573,0.602
STAT5B,IL10RA,9606.ENSP00000293328,9606.ENSP00000227752,0,0,0,0,0.086,0.074,0,0.747,0.767
STAT5B,IFNG,9606.ENSP00000293328,9606.ENSP00000229135,0,0,0,0,0.054,0,0,0.820,0.823
STAT5B,IL4,9606.ENSP00000293328,9606.ENSP00000231449,0,0,0,0,0,0,0,0.749,0.749
STAT5B,IL5,9606.ENSP00000293328,9606.ENSP00000231454,0,0,0,0,0,0,0.500,0.572,0.777
STAT5B,IL9R,9606.ENSP00000293328,9606.ENSP00000244174,0,0,0,0,0,0,0.500,0.324,0.647
STAT5B,LIF,9606.ENSP00000293328,9606.ENSP00000249075,0,0,0,0,0,0,0,0.543,0.543
STAT5B,EPO,9606.ENSP00000293328,9606.ENSP00000252723,0,0,0,0,0.055,0,0.500,0.798,0.896
STAT5B,PDGFRA,9606.ENSP00000293328,9606.ENSP00000257290,0,0,0,0,0.052,0.079,0.500,0.352,0.679
STAT5B,CCND2,9606.ENSP00000293328,9606.ENSP00000261254,0,0,0,0,0.067,0.091,0,0.401,0.448
STAT5B,PDGFRB,9606.ENSP00000293328,9606.ENSP00000261799,0,0,0,0,0.055,0.079,0.500,0.446,0.726
STAT5B,IL12RB2,9606.ENSP00000293328,9606.ENSP00000262345,0,0,0,0,0.060,0,0,0.406,0.417
STAT5B,CREBBP,9606.ENSP00000293328,9606.ENSP00000262367,0,0,0,0,0.098,0.294,0.650,0.740,0.934
STAT5B,PIAS4,9606.ENSP00000293328,9606.ENSP00000262971,0,0,0,0,0.057,0.125,0.650,0.238,0.750
STAT5B,EP300,9606.ENSP00000293328,9606.ENSP00000263253,0,0,0,0,0.095,0.048,0.650,0.728,0.907
STAT5B,IL7,9606.ENSP00000293328,9606.ENSP00000263851,0,0,0,0,0.087,0,0.500,0.925,0.962
STAT5B,STAT3,9606.ENSP00000293328,9606.ENSP00000264657,0,0,0,0.742,0.175,0.387,0.900,0.968,0.998
STAT5B,EGF,9606.ENSP00000293328,9606.ENSP00000265171,0,0,0,0,0,0,0,0.513,0.513
STAT5B,IFNAR1,9606.ENSP00000293328,9606.ENSP00000270139,0,0,0,0,0.130,0,0,0.393,0.449
STAT5B,IL22RA1,9606.ENSP00000293328,9606.ENSP00000270800,0,0,0,0,0,0,0,0.613,0.613
STAT5B,OSMR,9606.ENSP00000293328,9606.ENSP00000274276,0,0,0,0,0,0,0,0.542,0.542
STAT5B,IL9,9606.ENSP00000293328,9606.ENSP00000274520,0,0,0,0,0.047,0.091,0.500,0.768,0.886
STAT5B,EGFR,9606.ENSP00000293328,9606.ENSP00000275493,0,0,0,0,0,0.787,0.900,0.907,0.997
STAT5B,IFNA1,9606.ENSP00000293328,9606.ENSP00000276927,0,0,0,0,0,0,0,0.574,0.574
STAT5B,CSF1R,9606.ENSP00000293328,9606.ENSP00000286301,0,0,0,0,0.068,0.079,0,0.432,0.469
